,Unnamed: 0,Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
82,83,200511120NOK,https://www.basketball-reference.com/boxscores/pbp/200511120NOK.html,New Orleans/Oklahoma City Hornets,Dallas Mavericks,NOK,DAL,P. Brown,E. Dampier,D. West,DAL,NOK,D. Nowitzki,/players/n/nowitdi01.html,NOK,DAL,E. Dampier,/players/d/dampier01.html,P. Brown,/players/b/brownpj01.html,0.0
83,84,200511120CHI,https://www.basketball-reference.com/boxscores/pbp/200511120CHI.html,Chicago Bulls,Utah Jazz,CHI,UTA,T. Chandler,G. Ostertag,G. Giriček,CHI,UTA,C. Duhon,/players/d/duhonch01.html,UTA,CHI,T. Chandler,/players/c/chandty01.html,G. Ostertag,/players/o/ostergr01.html,0.0
84,85,200511120MIL,https://www.basketball-reference.com/boxscores/pbp/200511120MIL.html,Milwaukee Bucks,Indiana Pacers,MIL,IND,J. Magloire,J. O'Neal,S. Jackson,MIL,IND,A. Bogut,/players/b/bogutan01.html,IND,MIL,J. Magloire,/players/m/magloja01.html,J. O'Neal,/players/o/onealje01.html,0.0
85,86,200511120PHO,https://www.basketball-reference.com/boxscores/pbp/200511120PHO.html,Phoenix Suns,Golden State Warriors,PHO,GSW,K. Thomas,A. Foyle,B. Davis,GSW,PHO,T. Murphy,/players/m/murphtr01.html,GSW,PHO,A. Foyle,/players/f/foylead01.html,K. Thomas,/players/t/thomaku01.html,1.0
86,87,200511130TOR,https://www.basketball-reference.com/boxscores/pbp/200511130TOR.html,Toronto Raptors,Seattle SuperSonics,TOR,SEA,C. Bosh,J. Petro,C. Bosh,TOR,SEA,M. James,/players/j/jamesmi01.html,TOR,SEA,C. Bosh,/players/b/boshch01.html,J. Petro,/players/p/petrojo01.html,1.0
87,88,200511130BOS,https://www.basketball-reference.com/boxscores/pbp/200511130BOS.html,Boston Celtics,Houston Rockets,BOS,HOU,Mark Blount,Yao Ming,Mark Blount,BOS,HOU,,,BOS,HOU,Mark Blount,/players/b/blounma01.html,Yao Ming,/players/m/mingya01.html,1.0
88,89,200511130ORL,https://www.basketball-reference.com/boxscores/pbp/200511130ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,D. Howard,Z. Ilgauskas,D. Gooden,CLE,ORL,D. Gooden,/players/g/goodedr01.html,CLE,ORL,Z. Ilgauskas,/players/i/ilgauzy01.html,D. Howard,/players/h/howardw01.html,1.0
89,90,200511130PHI,https://www.basketball-reference.com/boxscores/pbp/200511130PHI.html,Philadelphia 76ers,Los Angeles Clippers,PHI,LAC,S. Hunter,C. Kaman,E. Brand,LAC,PHI,E. Brand,/players/b/brandel01.html,LAC,PHI,C. Kaman,/players/k/kamanch01.html,S. Hunter,/players/h/huntest01.html,1.0
90,91,200511130DEN,https://www.basketball-reference.com/boxscores/pbp/200511130DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,M. Camby,K. Garnett,K. Garnett,MIN,DEN,M. Jarić,/players/j/jaricma01.html,MIN,DEN,K. Garnett,/players/g/garneke01.html,M. Camby,/players/c/cambyma01.html,1.0
91,92,200511130SAC,https://www.basketball-reference.com/boxscores/pbp/200511130SAC.html,Sacramento Kings,New York Knicks,SAC,NYK,B. Miller,E. Curry,Q. Richardson,NYK,SAC,S. Marbury,/players/m/marbust01.html,NYK,SAC,E. Curry,/players/c/curryed01.html,B. Miller,/players/m/millebr01.html,1.0
92,93,200511140MEM,https://www.basketball-reference.com/boxscores/pbp/200511140MEM.html,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,P. Gasol,C. Mihm,P. Gasol,MEM,LAL,E. Jones,/players/j/jonesed02.html,MEM,LAL,P. Gasol,/players/g/gasolpa01.html,C. Mihm,/players/m/mihmch01.html,1.0
93,94,200511140UTA,https://www.basketball-reference.com/boxscores/pbp/200511140UTA.html,Utah Jazz,New York Knicks,UTA,NYK,G. Ostertag,E. Curry,S. Marbury,NYK,UTA,Q. Richardson,/players/r/richaqu01.html,NYK,UTA,E. Curry,/players/c/curryed01.html,G. Ostertag,/players/o/ostergr01.html,1.0
94,95,200511140GSW,https://www.basketball-reference.com/boxscores/pbp/200511140GSW.html,Golden State Warriors,Chicago Bulls,GSW,CHI,A. Foyle,T. Chandler,J. Richardson,CHI,GSW,D. Songaila,/players/s/songada01.html,GSW,CHI,T. Chandler,/players/c/chandty01.html,A. Foyle,/players/f/foylead01.html,0.0
95,96,200511150CLE,https://www.basketball-reference.com/boxscores/pbp/200511150CLE.html,Cleveland Cavaliers,Washington Wizards,CLE,WAS,Z. Ilgauskas,J. Jeffries,J. Jeffries,CLE,WAS,D. Gooden,/players/g/goodedr01.html,WAS,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,J. Jeffries,/players/j/jeffrja01.html,0.0
96,97,200511150ORL,https://www.basketball-reference.com/boxscores/pbp/200511150ORL.html,Orlando Magic,Charlotte Bobcats,ORL,CHA,D. Howard,E. Okafor,D. Howard,ORL,CHA,S. Francis,/players/f/francst01.html,ORL,CHA,D. Howard,/players/h/howardw01.html,E. Okafor,/players/o/okafoem01.html,1.0
97,98,200511150PHI,https://www.basketball-reference.com/boxscores/pbp/200511150PHI.html,Philadelphia 76ers,Toronto Raptors,PHI,TOR,S. Hunter,C. Bosh,C. Bosh,TOR,PHI,M. James,/players/j/jamesmi01.html,TOR,PHI,C. Bosh,/players/b/boshch01.html,S. Hunter,/players/h/huntest01.html,1.0
98,99,200511150DET,https://www.basketball-reference.com/boxscores/pbp/200511150DET.html,Detroit Pistons,Boston Celtics,DET,BOS,B. Wallace,M. Blount,R. Davis,BOS,DET,P. Pierce,/players/p/piercpa01.html,BOS,DET,M. Blount,/players/b/blounma01.html,B. Wallace,/players/w/wallabe01.html,1.0
99,100,200511150MIA,https://www.basketball-reference.com/boxscores/pbp/200511150MIA.html,Miami Heat,New Orleans/Oklahoma City Hornets,MIA,NOK,A. Mourning,P. Brown,D. Wade,MIA,NOK,J. Williams,/players/w/willija02.html,MIA,NOK,A. Mourning,/players/m/mournal01.html,P. Brown,/players/b/brownpj01.html,1.0
100,101,200511150NJN,https://www.basketball-reference.com/boxscores/pbp/200511150NJN.html,New Jersey Nets,Seattle SuperSonics,NJN,SEA,N. Krstić,J. Petro,J. Petro,SEA,NJN,N. Collison,/players/c/collini01.html,SEA,NJN,J. Petro,/players/p/petrojo01.html,N. Krstić,/players/k/krstine01.html,1.0
101,102,200511150MIN,https://www.basketball-reference.com/boxscores/pbp/200511150MIN.html,Minnesota Timberwolves,Houston Rockets,MIN,HOU,K. Garnett,Y. Ming,M. Olowokandi,MIN,HOU,M. Jarić,/players/j/jaricma01.html,MIN,HOU,K. Garnett,/players/g/garneke01.html,Y. Ming,/players/m/mingya01.html,1.0
102,103,200511150DAL,https://www.basketball-reference.com/boxscores/pbp/200511150DAL.html,Dallas Mavericks,Denver Nuggets,DAL,DEN,E. Dampier,M. Camby,C. Anthony,DAL,DEN,D. Nowitzki,/players/n/nowitdi01.html,DEN,DAL,E. Dampier,/players/d/dampier01.html,M. Camby,/players/c/cambyma01.html,0.0
103,104,200511150SAS,https://www.basketball-reference.com/boxscores/pbp/200511150SAS.html,San Antonio Spurs,Atlanta Hawks,SAS,ATL,R. Nesterović,Z. Pachulia,M. Ginóbili,SAS,ATL,T. Parker,/players/p/parketo01.html,SAS,ATL,R. Nesterović,/players/n/nestera01.html,Z. Pachulia,/players/p/pachuza01.html,1.0
104,105,200511150SAC,https://www.basketball-reference.com/boxscores/pbp/200511150SAC.html,Sacramento Kings,Utah Jazz,SAC,UTA,B. Miller,G. Ostertag,B. Wells,SAC,UTA,S. Abdur-Rahim,/players/a/abdursh01.html,SAC,UTA,B. Miller,/players/m/millebr01.html,G. Ostertag,/players/o/ostergr01.html,1.0
105,106,200511150LAC,https://www.basketball-reference.com/boxscores/pbp/200511150LAC.html,Los Angeles Clippers,Milwaukee Bucks,LAC,MIL,C. Kaman,J. Magloire,Q. Ross,MIL,LAC,T. Ford,/players/f/fordtj01.html,LAC,MIL,J. Magloire,/players/m/magloja01.html,C. Kaman,/players/k/kamanch01.html,0.0
106,107,200511160TOR,https://www.basketball-reference.com/boxscores/pbp/200511160TOR.html,Toronto Raptors,Philadelphia 76ers,TOR,PHI,C. Bosh,S. Hunter,C. Bosh,TOR,PHI,M. James,/players/j/jamesmi01.html,TOR,PHI,C. Bosh,/players/b/boshch01.html,S. Hunter,/players/h/huntest01.html,1.0
107,108,200511160BOS,https://www.basketball-reference.com/boxscores/pbp/200511160BOS.html,Boston Celtics,Seattle SuperSonics,BOS,SEA,M. Blount,J. Petro,P. Pierce,BOS,SEA,D. West,/players/w/westde01.html,BOS,SEA,M. Blount,/players/b/blounma01.html,J. Petro,/players/p/petrojo01.html,1.0
108,109,200511160CHA,https://www.basketball-reference.com/boxscores/pbp/200511160CHA.html,Charlotte Bobcats,Indiana Pacers,CHA,IND,E. Okafor,J. O'Neal,S. Jackson,IND,CHA,M. World Peace,/players/a/artesro01.html,IND,CHA,J. O'Neal,/players/o/onealje01.html,E. Okafor,/players/o/okafoem01.html,1.0
109,110,200511160NOK,https://www.basketball-reference.com/boxscores/pbp/200511160NOK.html,New Orleans/Oklahoma City Hornets,Denver Nuggets,NOK,DEN,P. Brown,M. Camby,B. Nachbar,NOK,DEN,C. Paul,/players/p/paulch01.html,NOK,DEN,P. Brown,/players/b/brownpj01.html,M. Camby,/players/c/cambyma01.html,1.0
110,111,200511160PHO,https://www.basketball-reference.com/boxscores/pbp/200511160PHO.html,Phoenix Suns,Memphis Grizzlies,PHO,MEM,Pau Gasol,Pau Gasol,Leandro Barbosa,PHO,MEM,,,PHO,MEM,Pau Gasol,/players/g/gasolpa01.html,Pau Gasol,/players/g/gasolpa01.html,1.0
111,112,200511160LAL,https://www.basketball-reference.com/boxscores/pbp/200511160LAL.html,Los Angeles Lakers,New York Knicks,LAL,NYK,C. Mihm,E. Curry,A. Davis,NYK,LAL,Q. Richardson,/players/r/richaqu01.html,NYK,LAL,E. Curry,/players/c/curryed01.html,C. Mihm,/players/m/mihmch01.html,1.0
112,113,200511160POR,https://www.basketball-reference.com/boxscores/pbp/200511160POR.html,Portland Trail Blazers,Chicago Bulls,POR,CHI,Joel Przybilla,Tyson Chandler,Kirk Hinrich,CHI,POR,,,CHI,POR,Tyson Chandler,/players/c/chandty01.html,Joel Przybilla,/players/p/przybjo01.html,1.0
113,114,200511160GSW,https://www.basketball-reference.com/boxscores/pbp/200511160GSW.html,Golden State Warriors,Milwaukee Bucks,GSW,MIL,A. Foyle,J. Magloire,J. Smith,MIL,GSW,T. Ford,/players/f/fordtj01.html,MIL,GSW,J. Magloire,/players/m/magloja01.html,A. Foyle,/players/f/foylead01.html,1.0
114,115,200511170MIN,https://www.basketball-reference.com/boxscores/pbp/200511170MIN.html,Minnesota Timberwolves,Washington Wizards,MIN,WAS,K. Garnett,J. Jeffries,G. Arenas,MIN,WAS,T. Hassell,/players/h/hassetr01.html,WAS,MIN,K. Garnett,/players/g/garneke01.html,J. Jeffries,/players/j/jeffrja01.html,0.0
115,116,200511170DAL,https://www.basketball-reference.com/boxscores/pbp/200511170DAL.html,Dallas Mavericks,Atlanta Hawks,DAL,ATL,E. Dampier,Z. Pachulia,J. Howard,DAL,ATL,D. Nowitzki,/players/n/nowitdi01.html,DAL,ATL,E. Dampier,/players/d/dampier01.html,Z. Pachulia,/players/p/pachuza01.html,1.0
116,117,200511170SAS,https://www.basketball-reference.com/boxscores/pbp/200511170SAS.html,San Antonio Spurs,Houston Rockets,SAS,HOU,R. Nesterović,Y. Ming,T. Duncan,HOU,SAS,T. McGrady,/players/m/mcgratr01.html,SAS,HOU,Y. Ming,/players/m/mingya01.html,R. Nesterović,/players/n/nestera01.html,0.0
117,118,200511180CLE,https://www.basketball-reference.com/boxscores/pbp/200511180CLE.html,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Z. Ilgauskas,D. Howard,D. Gooden,CLE,ORL,E. Snow,/players/s/snower01.html,CLE,ORL,Z. Ilgauskas,/players/i/ilgauzy01.html,D. Howard,/players/h/howardw01.html,1.0
118,119,200511180IND,https://www.basketball-reference.com/boxscores/pbp/200511180IND.html,Indiana Pacers,Charlotte Bobcats,IND,CHA,Jermaine O'Neal,Emeka Okafor,Primoz Brezec,IND,CHA,,,CHA,IND,Jermaine O'Neal,/players/o/onealje01.html,Emeka Okafor,/players/o/okafoem01.html,0.0
119,120,200511180BOS,https://www.basketball-reference.com/boxscores/pbp/200511180BOS.html,Boston Celtics,Toronto Raptors,BOS,TOR,M. Blount,C. Bosh,P. Pierce,TOR,BOS,M. James,/players/j/jamesmi01.html,BOS,TOR,C. Bosh,/players/b/boshch01.html,M. Blount,/players/b/blounma01.html,0.0
120,121,200511180MIA,https://www.basketball-reference.com/boxscores/pbp/200511180MIA.html,Miami Heat,Philadelphia 76ers,MIA,PHI,A. Mourning,S. Hunter,G. Payton,MIA,PHI,G. Payton,/players/p/paytoga01.html,MIA,PHI,A. Mourning,/players/m/mournal01.html,S. Hunter,/players/h/huntest01.html,1.0
121,122,200511180NOK,https://www.basketball-reference.com/boxscores/pbp/200511180NOK.html,New Orleans/Oklahoma City Hornets,Atlanta Hawks,NOK,ATL,C. Andersen,Z. Pachulia,B. Nachbar,ATL,NOK,A. Harrington,/players/h/harrial01.html,NOK,ATL,Z. Pachulia,/players/p/pachuza01.html,C. Andersen,/players/a/anderch01.html,0.0
122,123,200511180DEN,https://www.basketball-reference.com/boxscores/pbp/200511180DEN.html,Denver Nuggets,New York Knicks,DEN,NYK,M. Camby,E. Curry,F. Elson,DEN,NYK,F. Elson,/players/e/elsonfr01.html,DEN,NYK,M. Camby,/players/c/cambyma01.html,E. Curry,/players/c/curryed01.html,1.0
123,124,200511180PHO,https://www.basketball-reference.com/boxscores/pbp/200511180PHO.html,Phoenix Suns,Utah Jazz,PHO,UTA,K. Thomas,G. Ostertag,S. Nash,UTA,PHO,M. Palacio,/players/p/palacmi01.html,PHO,UTA,G. Ostertag,/players/o/ostergr01.html,K. Thomas,/players/t/thomaku01.html,0.0
124,125,200511180HOU,https://www.basketball-reference.com/boxscores/pbp/200511180HOU.html,Houston Rockets,Detroit Pistons,HOU,DET,Y. Ming,B. Wallace,R. Hamilton,DET,HOU,C. Billups,/players/b/billuch01.html,DET,HOU,B. Wallace,/players/w/wallabe01.html,Y. Ming,/players/m/mingya01.html,1.0
125,126,200511180POR,https://www.basketball-reference.com/boxscores/pbp/200511180POR.html,Portland Trail Blazers,Golden State Warriors,POR,GSW,J. Przybilla,A. Foyle,M. Dunleavy,GSW,POR,J. Richardson,/players/r/richaja01.html,GSW,POR,A. Foyle,/players/f/foylead01.html,J. Przybilla,/players/p/przybjo01.html,1.0
126,127,200511180SAC,https://www.basketball-reference.com/boxscores/pbp/200511180SAC.html,Sacramento Kings,Milwaukee Bucks,SAC,MIL,B. Miller,J. Magloire,P. Stojaković,SAC,MIL,B. Wells,/players/w/wellsbo01.html,SAC,MIL,B. Miller,/players/m/millebr01.html,J. Magloire,/players/m/magloja01.html,1.0
127,128,200511180LAL,https://www.basketball-reference.com/boxscores/pbp/200511180LAL.html,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC,C. Mihm,C. Kaman,C. Mobley,LAC,LAL,E. Brand,/players/b/brandel01.html,LAC,LAL,C. Kaman,/players/k/kamanch01.html,C. Mihm,/players/m/mihmch01.html,1.0
128,129,200511180SEA,https://www.basketball-reference.com/boxscores/pbp/200511180SEA.html,Seattle SuperSonics,Chicago Bulls,SEA,CHI,J. Petro,T. Chandler,K. Hinrich,CHI,SEA,C. Duhon,/players/d/duhonch01.html,CHI,SEA,T. Chandler,/players/c/chandty01.html,J. Petro,/players/p/petrojo01.html,1.0
129,130,200511190ORL,https://www.basketball-reference.com/boxscores/pbp/200511190ORL.html,Orlando Magic,New Orleans/Oklahoma City Hornets,ORL,NOK,D. Howard,C. Andersen,T. Battie,ORL,NOK,S. Francis,/players/f/francst01.html,ORL,NOK,D. Howard,/players/h/howardw01.html,C. Andersen,/players/a/anderch01.html,1.0
130,131,200511190PHI,https://www.basketball-reference.com/boxscores/pbp/200511190PHI.html,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,S. Hunter,Z. Ilgauskas,A. Iverson,PHI,CLE,K. Korver,/players/k/korveky01.html,PHI,CLE,S. Hunter,/players/h/huntest01.html,Z. Ilgauskas,/players/i/ilgauzy01.html,1.0
131,132,200511190NJN,https://www.basketball-reference.com/boxscores/pbp/200511190NJN.html,New Jersey Nets,Washington Wizards,NJN,WAS,N. Krstić,J. Jeffries,N. Krstić,WAS,NJN,A. Daniels,/players/d/daniean01.html,NJN,WAS,J. Jeffries,/players/j/jeffrja01.html,N. Krstić,/players/k/krstine01.html,0.0
132,133,200511190MIN,https://www.basketball-reference.com/boxscores/pbp/200511190MIN.html,Minnesota Timberwolves,Charlotte Bobcats,MIN,CHA,K. Garnett,E. Okafor,K. Garnett,MIN,CHA,M. Olowokandi,/players/o/olowomi01.html,MIN,CHA,K. Garnett,/players/g/garneke01.html,E. Okafor,/players/o/okafoem01.html,1.0
133,134,200511190DAL,https://www.basketball-reference.com/boxscores/pbp/200511190DAL.html,Dallas Mavericks,Detroit Pistons,DAL,DET,E. Dampier,B. Wallace,C. Billups,DET,DAL,T. Prince,/players/p/princta01.html,DET,DAL,B. Wallace,/players/w/wallabe01.html,E. Dampier,/players/d/dampier01.html,1.0
134,135,200511190SAS,https://www.basketball-reference.com/boxscores/pbp/200511190SAS.html,San Antonio Spurs,Phoenix Suns,SAS,PHO,R. Nesterović,S. Marion,T. Parker,SAS,PHO,T. Duncan,/players/d/duncati01.html,SAS,PHO,R. Nesterović,/players/n/nestera01.html,S. Marion,/players/m/mariosh01.html,1.0
135,136,200511190UTA,https://www.basketball-reference.com/boxscores/pbp/200511190UTA.html,Utah Jazz,Memphis Grizzlies,UTA,MEM,G. Ostertag,P. Gasol,E. Jones,MEM,UTA,D. Stoudamire,/players/s/stoudda01.html,MEM,UTA,P. Gasol,/players/g/gasolpa01.html,G. Ostertag,/players/o/ostergr01.html,1.0
136,137,200511200NYK,https://www.basketball-reference.com/boxscores/pbp/200511200NYK.html,New York Knicks,Portland Trail Blazers,NYK,POR,E. Curry,J. Przybilla,S. Marbury,NYK,POR,A. Davis,/players/d/davisan01.html,NYK,POR,E. Curry,/players/c/curryed01.html,J. Przybilla,/players/p/przybjo01.html,1.0
137,138,200511200TOR,https://www.basketball-reference.com/boxscores/pbp/200511200TOR.html,Toronto Raptors,Miami Heat,TOR,MIA,C. Bosh,A. Mourning,A. Mourning,MIA,TOR,G. Payton,/players/p/paytoga01.html,MIA,TOR,A. Mourning,/players/m/mournal01.html,C. Bosh,/players/b/boshch01.html,1.0
138,139,200511200LAC,https://www.basketball-reference.com/boxscores/pbp/200511200LAC.html,Los Angeles Clippers,Golden State Warriors,LAC,GSW,C. Kaman,A. Foyle,S. Cassell,LAC,GSW,E. Brand,/players/b/brandel01.html,LAC,GSW,C. Kaman,/players/k/kamanch01.html,A. Foyle,/players/f/foylead01.html,1.0
139,140,200511200IND,https://www.basketball-reference.com/boxscores/pbp/200511200IND.html,Indiana Pacers,Houston Rockets,IND,HOU,J. O'Neal,Y. Ming,J. O'Neal,HOU,IND,D. Wesley,/players/w/wesleda01.html,IND,HOU,Y. Ming,/players/m/mingya01.html,J. O'Neal,/players/o/onealje01.html,0.0
140,141,200511200DEN,https://www.basketball-reference.com/boxscores/pbp/200511200DEN.html,Denver Nuggets,Memphis Grizzlies,DEN,MEM,M. Camby,P. Gasol,L. Wright,DEN,MEM,A. Miller,/players/m/millean02.html,MEM,DEN,M. Camby,/players/c/cambyma01.html,P. Gasol,/players/g/gasolpa01.html,0.0
141,142,200511200SEA,https://www.basketball-reference.com/boxscores/pbp/200511200SEA.html,Seattle SuperSonics,Sacramento Kings,SEA,SAC,R. Lewis,B. Miller,S. Abdur-Rahim,SAC,SEA,M. Bibby,/players/b/bibbymi01.html,SAC,SEA,B. Miller,/players/m/millebr01.html,R. Lewis,/players/l/lewisra02.html,1.0
142,143,200511200LAL,https://www.basketball-reference.com/boxscores/pbp/200511200LAL.html,Los Angeles Lakers,Chicago Bulls,LAL,CHI,C. Mihm,T. Chandler,M. Sweetney,CHI,LAL,C. Duhon,/players/d/duhonch01.html,CHI,LAL,T. Chandler,/players/c/chandty01.html,C. Mihm,/players/m/mihmch01.html,1.0
143,144,200511210PHI,https://www.basketball-reference.com/boxscores/pbp/200511210PHI.html,Philadelphia 76ers,New Orleans/Oklahoma City Hornets,PHI,NOK,S. Hunter,P. Brown,D. West,NOK,PHI,D. West,/players/w/westda01.html,NOK,PHI,P. Brown,/players/b/brownpj01.html,S. Hunter,/players/h/huntest01.html,1.0
144,145,200511210UTA,https://www.basketball-reference.com/boxscores/pbp/200511210UTA.html,Utah Jazz,Milwaukee Bucks,UTA,MIL,G. Ostertag,J. Magloire,G. Ostertag,UTA,MIL,D. Williams,/players/w/willide01.html,UTA,MIL,G. Ostertag,/players/o/ostergr01.html,J. Magloire,/players/m/magloja01.html,1.0
145,146,200511210SAC,https://www.basketball-reference.com/boxscores/pbp/200511210SAC.html,Sacramento Kings,San Antonio Spurs,SAC,SAS,B. Miller,R. Nesterović,M. Bibby,SAC,SAS,B. Wells,/players/w/wellsbo01.html,SAC,SAS,B. Miller,/players/m/millebr01.html,R. Nesterović,/players/n/nestera01.html,1.0
146,147,200511210GSW,https://www.basketball-reference.com/boxscores/pbp/200511210GSW.html,Golden State Warriors,New Jersey Nets,GSW,NJN,A. Foyle,N. Krstić,M. Dunleavy,GSW,NJN,T. Murphy,/players/m/murphtr01.html,GSW,NJN,A. Foyle,/players/f/foylead01.html,N. Krstić,/players/k/krstine01.html,1.0
147,148,200511220CLE,https://www.basketball-reference.com/boxscores/pbp/200511220CLE.html,Cleveland Cavaliers,Boston Celtics,CLE,BOS,Z. Ilgauskas,M. Blount,L. Hughes,CLE,BOS,D. Gooden,/players/g/goodedr01.html,CLE,BOS,Z. Ilgauskas,/players/i/ilgauzy01.html,M. Blount,/players/b/blounma01.html,1.0
148,149,200511220WAS,https://www.basketball-reference.com/boxscores/pbp/200511220WAS.html,Washington Wizards,Denver Nuggets,WAS,DEN,J. Jeffries,M. Camby,M. Camby,DEN,WAS,A. Miller,/players/m/millean02.html,DEN,WAS,M. Camby,/players/c/cambyma01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
149,150,200511220MEM,https://www.basketball-reference.com/boxscores/pbp/200511220MEM.html,Memphis Grizzlies,Portland Trail Blazers,MEM,POR,P. Gasol,J. Przybilla,P. Gasol,MEM,POR,S. Battier,/players/b/battish01.html,MEM,POR,P. Gasol,/players/g/gasolpa01.html,J. Przybilla,/players/p/przybjo01.html,1.0
150,151,200511220DAL,https://www.basketball-reference.com/boxscores/pbp/200511220DAL.html,Dallas Mavericks,Houston Rockets,DAL,HOU,E. Dampier,Y. Ming,L. Head,DAL,HOU,J. Terry,/players/t/terryja01.html,HOU,DAL,E. Dampier,/players/d/dampier01.html,Y. Ming,/players/m/mingya01.html,0.0
151,152,200511220PHO,https://www.basketball-reference.com/boxscores/pbp/200511220PHO.html,Phoenix Suns,Toronto Raptors,PHO,TOR,S. Marion,C. Bosh,C. Bosh,TOR,PHO,M. James,/players/j/jamesmi01.html,TOR,PHO,C. Bosh,/players/b/boshch01.html,S. Marion,/players/m/mariosh01.html,1.0
152,153,200511220SEA,https://www.basketball-reference.com/boxscores/pbp/200511220SEA.html,Seattle SuperSonics,Utah Jazz,SEA,UTA,J. Petro,G. Ostertag,J. Petro,UTA,SEA,D. Williams,/players/w/willide01.html,SEA,UTA,G. Ostertag,/players/o/ostergr01.html,J. Petro,/players/p/petrojo01.html,0.0
153,154,200511230ATL,https://www.basketball-reference.com/boxscores/pbp/200511230ATL.html,Atlanta Hawks,Boston Celtics,ATL,BOS,J. Smith,M. Blount,A. Harrington,ATL,BOS,J. Johnson,/players/j/johnsjo02.html,ATL,BOS,J. Smith,/players/s/smithjo03.html,M. Blount,/players/b/blounma01.html,1.0
